[Header]
Application Name	LCsolution
Version	1.25
Data File Name	C:\LabSolutions\Data\RWTH\Fabian Ketter\FKE-Cal-MeOH-1.lcd
Output Date	03.06.2025
Output Time	07:23:19

[File Information]
Type	Data File
Generated	02.06.2025 15:09:37
Generated by	Admin
Modified	02.06.2025 15:30:04
Modified by	Admin

[Sample Information]
Operator Name	Admin
Acquired	02.06.2025 15:10:02
Sample Type	0:Unknown
Level	1
Sample Name	FKE-Cal-MeOH-1
Sample ID	14.07
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	1
Injection Volume	5

[Original Files]
Data File	C:\LabSolutions\Data\RWTH\Fabian Ketter\FKE-Cal-MeOH-1.lcd
Method File	C:\LabSolutions\Data\RWTH\aaaMethodenNEU\Formaldehyd_35grad_Methode_052025.lcm
Batch File	C:\LabSolutions\Data\RWTH\Daniel Ditz\Batch.lcb
Report Format File	C:\LabSolutions\Data\RI+UV-Quantifizierung.lcr
Tuning File	

[File Description]


[Configuration]
# of Detectors	2
Detector ID	Detector A	Detector B
Detector Name	Detector A	Detector B
# of Channels	1	1

[Peak Table(Detector A-Ch1)]
# of Peaks	130
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Conc. %	Norm Conc.
37	5.665	5.625	5.708	3295410	741224	4.4460	0.0000	 V 			121.579	3936	38.113	0.000	0.248	1.015	0.0000	0.0000
38	5.737	5.708	5.792	3541814	777100	4.5580	0.0000	 V 			123.136	2917	51.426	0.000	0.183	1.013	0.0000	0.0000
39	5.831	5.792	5.892	4280230	823684	5.1960	0.0000	 V 			125.160	4558	32.911	0.000	0.243	1.016	0.0000	0.0000
40	5.979	5.892	6.033	6491498	859641	7.5510	0.0000	 V 			128.377	4382	34.232	0.000	0.421	1.026	0.0000	0.0000
41	6.056	6.033	6.092	2840122	870009	3.2640	0.0000	 V 			130.031	3121	48.059	0.000	0.192	1.013	0.0000	0.0000
42	6.172	6.092	6.275	10163482	1143335	8.8890	0.0000	 V 			132.538	4612	32.521	0.000	0.291	1.019	0.0000	0.0000
43	6.310	6.275	6.467	6342428	767653	8.2620	0.0000	 V 			135.527	722	207.856	0.000	0.212	1.023	0.0000	0.0000
44	6.607	6.467	6.725	9078054	801257	11.3300	0.0000	 V 			141.948	4147	36.174	0.000	0.440	1.047	0.0000	0.0000
45	6.821	6.725	6.942	8250051	822451	10.0310	0.0000	 V 			146.595	7681	19.529	0.000	0.595	1.033	0.0000	0.0000
46	6.959	6.942	7.133	3830582	512095	7.4800	0.0000	 V 			149.574	1981	75.721	0.000	0.294	1.020	0.0000	0.0000
47	7.163	7.133	7.183	802717	286021	2.8060	0.0000	 V 			153.985	13481	11.127	0.000	0.467	1.029	0.0000	0.0000
48	7.255	7.183	7.300	2332234	401770	5.8050	0.0000	 V 			155.985	11115	13.495	0.000	0.354	1.013	0.0000	0.0000
49	7.339	7.300	7.375	1960914	516231	3.7990	0.0000	 V 			157.801	12353	12.143	0.000	0.311	1.012	0.0000	0.0000
50	7.386	7.375	7.508	3410465	486006	7.0170	0.0000	 V 			158.822	8981	16.702	0.000	0.164	1.006	0.0000	0.0000
51	7.546	7.508	7.642	2351456	352915	6.6630	0.0000	 V 			162.283	1444	103.884	0.000	0.289	1.022	0.0000	0.0000
52	7.683	7.642	7.733	1500281	330372	4.5410	0.0000	 V 			165.242	17168	8.737	0.000	0.266	1.018	0.0000	0.0000
53	7.771	7.733	7.817	1259577	330023	3.8170	0.0000	 V 			167.133	332	452.476	0.000	0.090	1.011	0.0000	0.0000
54	7.856	7.817	7.883	1367087	397935	3.4350	0.0000	 V 			168.976	4353	34.456	0.000	0.078	1.011	0.0000	0.0000
55	7.909	7.883	7.958	1767208	418369	4.2240	0.0000	 V 			170.131	955	157.104	0.000	0.071	1.007	0.0000	0.0000
56	8.012	7.958	8.042	1882191	411581	4.5730	0.0000	 V 			172.356	1320	113.666	0.000	0.108	1.013	0.0000	0.0000
57	8.431	8.042	8.525	17901827	1050318	17.0440	0.0000	 V 			181.429	5615	26.714	0.000	0.630	1.053	0.0000	0.0000
58	8.555	8.525	8.725	6555399	757749	8.6510	0.0000	 V 			184.105	7419	20.218	0.000	0.292	1.015	0.0000	0.0000
59	8.802	8.725	8.842	3007319	511555	5.8790	0.0000	 V 			189.442	8184	18.328	0.000	0.627	1.029	0.0000	0.0000
60	8.908	8.842	8.942	3734765	732593	5.0980	0.0000	 V 			191.734	11612	12.918	0.000	0.294	1.012	0.0000	0.0000
61	8.994	8.942	9.025	4028345	906196	4.4450	0.0000	 V 			193.595	11540	12.999	0.000	0.259	1.010	0.0000	0.0000
62	9.277	9.025	9.358	22972629	1443200	15.9180	0.0000	 V 			199.738	3002	49.971	0.000	0.561	1.032	0.0000	0.0000
63	9.387	9.358	9.442	6142319	1295423	4.7420	0.0000	 V 			202.113	3760	39.891	0.000	0.170	1.012	0.0000	0.0000
64	9.497	9.442	9.533	6291339	1203895	5.2260	0.0000	 V 			204.487	1295	115.837	0.000	0.132	1.012	0.0000	0.0000
65	9.569	9.533	9.600	4578797	1175084	3.8970	0.0000	 V 			206.054	2202	68.113	0.000	0.077	1.008	0.0000	0.0000
66	9.632	9.600	9.642	2894060	1192439	2.4270	0.0000	 V 			207.413	227	659.846	0.000	0.037	1.007	0.0000	0.0000
67	9.653	9.642	9.725	5888795	1236995	4.7610	0.0000	 V 			207.856	738	203.312	0.000	0.010	1.002	0.0000	0.0000
68	9.802	9.725	9.842	7889356	1225288	6.4390	0.0000	 V 			211.087	5190	28.901	0.000	0.152	1.016	0.0000	0.0000
69	9.845	9.842	9.950	5758216	1026313	5.6110	0.0000	 V 			212.019	30180	4.970	0.000	0.112	1.004	0.0000	0.0000
70	10.097	9.950	10.158	15784002	1493766	10.5670	0.0000	 V 			217.473	1838	81.630	0.000	0.431	1.026	0.0000	0.0000
71	10.303	10.158	10.408	21337619	1558227	13.6940	0.0000	 V 			221.939	825	181.928	0.000	0.174	1.021	0.0000	0.0000
72	10.469	10.408	10.508	7604785	1387831	5.4800	0.0000	 V 			225.517	7910	18.963	0.000	0.174	1.016	0.0000	0.0000
73	10.544	10.508	10.617	7132701	1235551	5.7730	0.0000	 V 			227.134	11378	13.184	0.000	0.173	1.007	0.0000	0.0000
74	10.669	10.617	10.717	5230475	930509	5.6210	0.0000	 V 			229.856	74	2016.449	0.000	0.047	1.012	0.0000	0.0000
75	10.723	10.717	10.867	6927206	937309	7.3910	0.0000	 V 			231.018	10865	13.806	0.000	0.020	1.005	0.0000	0.0000
76	11.015	10.867	11.083	9209593	865303	10.6430	0.0000	 V 			237.340	5990	25.040	0.000	0.596	1.027	0.0000	0.0000
77	11.106	11.083	11.175	3129337	671046	4.6630	0.0000	 V 			239.300	14016	10.702	0.000	0.192	1.008	0.0000	0.0000
78	11.218	11.175	11.267	2543575	532111	4.7800	0.0000	 V 			241.723	16846	8.904	0.000	0.311	1.010	0.0000	0.0000
79	11.336	11.267	11.392	3381687	513989	6.5790	0.0000	 V 			244.279	24139	6.214	0.000	0.371	1.011	0.0000	0.0000
80	11.440	11.392	11.475	2313364	518368	4.4630	0.0000	 V 			246.533	17950	8.356	0.000	0.329	1.009	0.0000	0.0000
81	11.507	11.475	11.567	2479499	482362	5.1400	0.0000	 V 			247.972	2215	67.718	0.000	0.101	1.006	0.0000	0.0000
82	11.658	11.567	11.692	5375594	904172	5.9450	0.0000	 V 			251.242	17650	8.499	0.000	0.227	1.013	0.0000	0.0000
83	11.737	11.692	11.775	3672325	822536	4.4650	0.0000	 V 			252.954	4705	31.882	0.000	0.153	1.007	0.0000	0.0000
84	11.885	11.775	12.075	13741188	983475	13.9720	0.0000	 V 			256.165	4090	36.677	0.000	0.208	1.013	0.0000	0.0000
85	12.219	12.075	12.308	11682290	1033960	11.2990	0.0000	 V 			263.381	10301	14.561	0.000	0.545	1.028	0.0000	0.0000
86	12.456	12.308	12.550	16093021	1346171	11.9550	0.0000	 V 			268.524	9153	16.389	0.000	0.474	1.020	0.0000	0.0000
87	12.595	12.550	12.667	6341240	1079925	5.8720	0.0000	 V 			271.531	2881	52.069	0.000	0.190	1.011	0.0000	0.0000
88	12.703	12.667	12.742	3308939	840555	3.9370	0.0000	 V 			273.847	1160	129.313	0.000	0.088	1.009	0.0000	0.0000
89	12.853	12.742	13.058	13700451	1002713	13.6630	0.0000	 V 			277.096	9981	15.028	0.000	0.150	1.012	0.0000	0.0000
90	13.121	13.058	13.317	4911005	475209	10.3340	0.0000	 V 			282.901	22613	6.633	0.000	0.621	1.021	0.0000	0.0000
91	13.351	13.317	13.417	748569	165734	4.5170	0.0000	 V 			287.869	92907	1.615	0.000	0.876	1.018	0.0000	0.0000
92	13.451	13.417	13.558	458639	93241	4.9190	0.0000	 V 			290.043	97645	1.536	0.000	0.579	1.008	0.0000	0.0000
93	13.579	13.558	13.683	96429	22377	4.3090	0.0000	   			292.820	101950	1.471	3.117	0.750	1.010	0.0000	0.0000
94	14.281	14.258	14.367	63185	16453	3.8400	0.0000	   			308.005	107577	1.394	2.251	4.077	1.052	0.0000	0.0000
95	14.410	14.367	14.575	313492	35574	8.8120	0.0000	   			310.787	86422	1.736	2.544	0.695	1.009	0.0000	0.0000
96	14.628	14.592	14.700	61885	23611	2.6210	0.0000	   			315.510	461476	0.325	1.391	1.547	1.015	0.0000	0.0000
97	14.731	14.700	14.775	39504	15229	2.5940	0.0000	   			317.739	468905	0.320	0.000	1.196	1.007	0.0000	0.0000
98	14.807	14.775	14.867	138237	36211	3.8180	0.0000	 V 			319.375	213876	0.701	0.000	0.706	1.005	0.0000	0.0000
99	14.898	14.867	14.992	114292	23669	4.8290	0.0000	 V 			321.348	97342	1.541	0.000	0.572	1.006	0.0000	0.0000
100	15.227	15.075	15.350	357480	57887	6.1760	0.0000	   			328.465	67711	2.215	0.965	1.548	1.022	0.0000	0.0000
101	15.375	15.358	15.425	27966	13916	2.0100	0.0000	   			331.675	1073182	0.140	1.997	1.011	1.010	0.0000	0.0000
102	15.754	15.600	15.792	571104	82601	6.9140	0.0000	   			339.882	16428	9.131	0.000	1.377	1.025	0.0000	0.0000
103	15.813	15.792	15.867	311218	78708	3.9540	0.0000	 V 			341.160	32063	4.678	0.000	0.140	1.004	0.0000	0.0000
104	15.971	15.867	16.017	842152	117577	7.1630	0.0000	 V 			344.568	46039	3.258	0.000	0.484	1.010	0.0000	0.0000
105	16.039	16.017	16.075	318903	96799	3.2940	0.0000	 V 			346.034	26803	5.596	0.000	0.196	1.004	0.0000	0.0000
106	16.191	16.075	16.267	1564958	178191	8.7820	0.0000	 V 			349.332	34536	4.343	0.000	0.412	1.010	0.0000	0.0000
107	16.305	16.267	16.350	610750	133418	4.5780	0.0000	 V 			351.803	22685	6.612	0.000	0.292	1.007	0.0000	0.0000
108	16.382	16.350	16.392	276042	113558	2.4310	0.0000	 V 			353.471	2946	50.912	0.000	0.094	1.005	0.0000	0.0000
109	16.403	16.392	16.542	820270	116951	7.0140	0.0000	 V 			353.910	11285	13.292	0.000	0.022	1.001	0.0000	0.0000
110	16.572	16.542	16.725	513367	75623	6.7880	0.0000	 V 			357.563	54095	2.773	0.000	0.374	1.010	0.0000	0.0000
111	16.903	16.725	16.958	652396	81464	8.0080	0.0000	 V 			364.735	45088	3.327	0.000	1.099	1.020	0.0000	0.0000
112	16.990	16.958	17.025	286583	74803	3.8310	0.0000	 V 			366.609	40473	3.706	0.000	0.264	1.005	0.0000	0.0000
113	17.064	17.025	17.142	530855	98247	5.4030	0.0000	 V 			368.226	80273	1.869	0.000	0.258	1.004	0.0000	0.0000
114	17.407	17.142	17.492	2912407	195753	14.8780	0.0000	 V 			375.642	17790	8.432	0.000	0.898	1.020	0.0000	0.0000
115	17.508	17.492	17.642	1479405	187361	7.8960	0.0000	 V 			377.819	21495	6.978	0.000	0.201	1.006	0.0000	0.0000
116	17.743	17.642	17.883	2592065	230460	11.2470	0.0000	 V 			382.916	30295	4.951	0.000	0.532	1.013	0.0000	0.0000
117	18.077	17.883	18.150	3662667	298063	12.2880	0.0000	 V 			390.145	24456	6.133	0.000	0.768	1.019	0.0000	0.0000
118	18.216	18.150	18.250	1368514	247672	5.5260	0.0000	 V 			393.151	18139	8.269	0.000	0.277	1.008	0.0000	0.0000
119	18.341	18.250	18.375	2419615	378305	6.3960	0.0000	 V 			395.842	56557	2.652	0.000	0.293	1.007	0.0000	0.0000
120	18.399	18.375	18.458	1532681	357168	4.2910	0.0000	 V 			397.097	55486	2.703	0.000	0.187	1.003	0.0000	0.0000
121	18.489	18.458	18.517	1007039	317361	3.1730	0.0000	 V 			399.040	50564	2.967	0.000	0.280	1.005	0.0000	0.0000
122	18.572	18.517	18.667	2471758	369623	6.6870	0.0000	 V 			400.843	57389	2.614	0.000	0.261	1.005	0.0000	0.0000
123	18.698	18.667	18.808	1427616	237095	6.0210	0.0000	 V 			403.581	45131	3.324	0.000	0.382	1.007	0.0000	0.0000
124	18.974	18.808	19.025	2993504	340338	8.7960	0.0000	 V 			409.552	29267	5.125	0.000	0.694	1.015	0.0000	0.0000
125	19.050	19.025	19.217	2008420	307431	6.5330	0.0000	 V 			411.182	28632	5.239	0.000	0.168	1.004	0.0000	0.0000
126	19.343	19.217	19.483	1697400	226324	7.5000	0.0000	 V 			417.524	158268	0.948	0.000	0.909	1.015	0.0000	0.0000
127	19.547	19.483	19.583	222808	78562	2.8360	0.0000	   			421.937	812324	0.185	0.000	1.451	1.011	0.0000	0.0000
128	19.703	19.583	19.758	1010661	168294	6.0050	0.0000	 V 			425.321	147348	1.018	0.000	1.071	1.008	0.0000	0.0000
129	19.821	19.758	19.900	768981	152260	5.0500	0.0000	 V 			427.864	174518	0.860	0.000	0.595	1.006	0.0000	0.0000
130	19.965	19.933	20.017	69930	28132	2.4860	0.0000	   			430.979	1196730	0.125	1.277	1.095	1.007	0.0000	0.0000

[Peak Table(Detector B-Ch1)]
# of Peaks	2
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Conc. %	Norm Conc.
1	14.300	14.058	14.550	1025	47	21.9340	0.0000	   			0.000	3111	48.214	0.000	0.000	0.000	0.0000	0.0000
2	14.913	14.550	15.833	675785	47455	14.2410	0.0000	 V 			0.043	24638	6.088	1.278	0.872	0.000	0.0000	0.0000

[Peak Table(PDA-Ch1)]
# of Peaks	0

[Compound Results(Detector A)]
# of IDs	0

[Compound Results(Detector B)]
# of IDs	1
ID#	Name	R.Time	Area	Height	Conc.	Curve	3rd	2nd	1st	Constant	Conc. %	Norm Conc.
1	Formaldehyd	0.000	0	0	0.0000	Linear	0.0	0.0	271302.1	0.0	0.0000	0.0000

[Compound Results(PDA)]
# of IDs	0

[Group Results(Detector A)]
# of Groups	0

[Group Results(Detector B)]
# of Groups	0

[Group Results(PDA)]
# of Groups	0

[LC Chromatogram(Detector A-Ch1)]
Interval(msec)	500
# of Points	2403
Start Time(min)	0.000
End Time(min)	20.017
Intensity Units	mV
Intensity Multiplier	0.001
Wavelength(nm)	270
R.Time (min)	Intensity
0.00000	26572
0.00833	26572
0.01667	5922
0.02500	27929
0.03333	49545
0.04167	77019
0.05000	90886
0.05833	79379
0.06667	42530
0.07500	7701
0.08333	-25751
0.09167	-47016
0.10000	-67070
0.10833	-87402
0.11667	-106359
0.12500	-123394
0.13333	-128886
0.14167	-111981
0.15000	-89639
0.15833	-80306
0.16667	-90875
0.17500	-80388
0.18333	-63236
0.19167	-58987
0.20000	-51844
0.20833	-56087
0.21667	-75478
0.22500	-97456
0.23333	-101195
0.24167	-99766
0.25000	-108019
0.25833	-114657
0.26667	-127040
0.27500	-136313
0.28333	-139779
0.29167	-142293
0.30000	-141951
0.30833	-146838
0.31667	-162159
0.32500	-186134
0.33333	-200004
0.34167	-188978
0.35000	-168725
0.35833	-168669
0.36667	-178730
0.37500	-180358
0.38333	-159305
0.39167	-147869
0.40000	-153833
0.40833	-144474
0.41667	-131327
0.42500	-120536
0.43333	-82206
0.44167	-36730
0.45000	-12835
0.45833	3967
0.46667	28314
0.47500	28347
0.48333	18935
0.49167	9200
0.50000	-1712
0.50833	-2359
0.51667	-3544
0.52500	-46
0.53333	12887
0.54167	28669
0.55000	44250
0.55833	63924
0.56667	69864
0.57500	61477
0.58333	45482
0.59167	39716
0.60000	53789
0.60833	96954
0.61667	131143
0.62500	125773
0.63333	108484
0.64167	106499
0.65000	146018
0.65833	188636
0.66667	215008
0.67500	202202
0.68333	182298
0.69167	177932
0.70000	160411
0.70833	150616
0.71667	140215
0.72500	103957
0.73333	80631
0.74167	43702
0.75000	10796
0.75833	6710
0.76667	17967
0.77500	31207
0.78333	45099
0.79167	80429
0.80000	103372
0.80833	110303
0.81667	103355
0.82500	91252
0.83333	71843
0.84167	78711
0.85000	120374
0.85833	131615
0.86667	139827
0.87500	169076
0.88333	176133
0.89167	185216
0.90000	231491
0.90833	295648
0.91667	341415
0.92500	364545
0.93333	397535
0.94167	433945
0.95000	411853
0.95833	390156
0.96667	382134
0.97500	358101
0.98333	334976
0.99167	345346
1.00000	348044
1.00833	319839
1.01667	277813
1.02500	233736
1.03333	187551
1.04167	148770
1.05000	105873
1.05833	77820
1.06667	57310
1.07500	67758
1.08333	86291
1.09167	97164
1.10000	79028
1.10833	59179
1.11667	41940
1.12500	42872
1.13333	28226
1.14167	2395
1.15000	-17447
1.15833	-31275
1.16667	-30947
1.17500	-30423
1.18333	-39233
1.19167	-45255
1.20000	-55205
1.20833	-73274
1.21667	-85122
1.22500	-74242
1.23333	-36890
1.24167	-307
1.25000	21617
1.25833	11019
1.26667	-2708
1.27500	-22613
1.28333	-41441
1.29167	-70861
1.30000	-85389
1.30833	-99931
1.31667	-119304
1.32500	-125288
1.33333	-108926
1.34167	-79728
1.35000	-67980
1.35833	-49674
1.36667	-24477
1.37500	-14838
1.38333	-9300
1.39167	-23798
1.40000	-35820
1.40833	-45560
1.41667	-60268
1.42500	-78272
1.43333	-104021
1.44167	-127776
1.45000	-139084
1.45833	-154363
1.46667	-174375
1.47500	-192633
1.48333	-196822
1.49167	-197494
1.50000	-189172
1.50833	-182762
1.51667	-173023
1.52500	-169595
1.53333	-169154
1.54167	-173978
1.55000	-177657
1.55833	-172315
1.56667	-173965
1.57500	-171883
1.58333	-164034
1.59167	-161577
1.60000	-165563
1.60833	-176277
1.61667	-184763
1.62500	-191737
1.63333	-190526
1.64167	-174416
1.65000	-163252
1.65833	-164682
1.66667	-164515
1.67500	-165909
1.68333	-153932
1.69167	-121835
1.70000	-109285
1.70833	-78729
1.71667	-72436
1.72500	-96459
1.73333	-117222
1.74167	-139718
1.75000	-147700
1.75833	-154020
1.76667	-166052
1.77500	-168793
1.78333	-170191
1.79167	-174030
1.80000	-174080
1.80833	-166057
1.81667	-156270
1.82500	-143209
1.83333	-132183
1.84167	-118927
1.85000	-88925
1.85833	-63452
1.86667	-24357
1.87500	6870
1.88333	31749
1.89167	11219
1.90000	-26396
1.90833	-36846
1.91667	-30773
1.92500	-12933
1.93333	-16067
1.94167	-26079
1.95000	-29212
1.95833	-29596
1.96667	-16785
1.97500	-29980
1.98333	-45702
1.99167	-11465
2.00000	54713
2.00833	86202
2.01667	80645
2.02500	78837
2.03333	82386
2.04167	85531
2.05000	76244
2.05833	80987
2.06667	83786
2.07500	83789
2.08333	67938
2.09167	37429
2.10000	20163
2.10833	-77
2.11667	-16554
2.12500	-21435
2.13333	-33494
2.14167	-54056
2.15000	-80795
2.15833	-104852
2.16667	-109268
2.17500	-113531
2.18333	-127668
2.19167	-126371
2.20000	-112761
2.20833	-84073
2.21667	-57742
2.22500	-27507
2.23333	5943
2.24167	15634
2.25000	29537
2.25833	50002
2.26667	51328
2.27500	66212
2.28333	66185
2.29167	38132
2.30000	-10413
2.30833	-46876
2.31667	-56962
2.32500	-53182
2.33333	-40506
2.34167	-1004
2.35000	61339
2.35833	118734
2.36667	151533
2.37500	166823
2.38333	188140
2.39167	194468
